booking_id,hotel_id,hotel_name,room_type,nights,price_per_night,check_in,status
1834,H019,Hotel S,Single,7,236,2024-11-10,canceled
640,H007,Hotel G,Suite,10,347,2024-07-20,confirmed
2810,H029,Hotel ],Single,7,88,2024-04-14,confirmed
620,H007,Hotel G,Double,8,147,2024-05-24,confirmed
4249,H043,Hotel k,Single,9,138,2024-01-19,confirmed
4732,H048,Hotel p,Double,3,312,2024-05-15,confirmed
4373,H044,Hotel l,Suite,2,75,2024-01-20,confirmed
4418,H045,Hotel m,Suite,8,452,2024-10-08,confirmed
2331,H024,Hotel X,Deluxe,5,382,2024-10-06,confirmed
4925,H050,Hotel r,Double,8,401,2024-05-03,confirmed
197,H002,Hotel B,Single,6,59,2024-05-07,canceled
4489,H045,Hotel m,Deluxe,4,358,2024-07-20,canceled
3320,H034,Hotel b,Deluxe,8,67,2024-04-14,confirmed
4421,H045,Hotel m,Deluxe,2,171,2024-09-23,confirmed
1051,H011,Hotel K,Double,3,62,2024-02-04,confirmed
543,H006,Hotel F,Deluxe,9,115,2024-12-25,confirmed
795,H008,Hotel H,Deluxe,1,311,2024-03-27,confirmed
4473,H045,Hotel m,Deluxe,1,307,2024-01-10,canceled
1090,H011,Hotel K,Single,8,232,2024-06-16,confirmed
432,H005,Hotel E,Single,10,326,2024-10-09,canceled
3516,H036,Hotel d,Single,4,357,2024-09-15,confirmed
3453,H035,Hotel c,Single,4,497,2024-12-02,canceled
3620,H037,Hotel e,Suite,9,113,2024-12-05,canceled
4006,H041,Hotel i,Deluxe,10,357,2024-02-14,canceled
2684,H027,Hotel [,Single,9,212,2024-09-05,confirmed
1695,H017,Hotel Q,Suite,8,65,2024-12-20,canceled
2485,H025,Hotel Y,Double,6,473,2024-07-23,confirmed
1078,H011,Hotel K,Suite,2,105,2024-07-11,confirmed
3402,H035,Hotel c,Single,10,497,2024-10-19,confirmed
1794,H018,Hotel R,Deluxe,6,342,2024-02-22,canceled
3034,H031,Hotel _,Suite,2,493,2024-09-27,confirmed
4823,H049,Hotel q,Deluxe,3,152,2024-04-15,confirmed
684,H007,Hotel G,Double,5,120,2024-04-16,confirmed
291,H003,Hotel C,Single,4,286,2024-01-07,confirmed
10,H001,Hotel A,Deluxe,1,177,2024-10-10,canceled
3033,H031,Hotel _,Deluxe,6,376,2024-10-26,canceled
913,H010,Hotel J,Deluxe,7,62,2024-02-28,confirmed
4093,H041,Hotel i,Double,8,400,2024-11-02,canceled
1981,H020,Hotel T,Single,6,198,2024-05-25,confirmed
1522,H016,Hotel P,Double,3,368,2024-10-17,confirmed
2693,H027,Hotel [,Single,7,67,2024-07-06,confirmed
2036,H021,Hotel U,Single,10,341,2024-07-21,canceled
876,H009,Hotel I,Double,7,328,2024-06-26,confirmed
3648,H037,Hotel e,Single,2,118,2024-12-06,confirmed
1835,H019,Hotel S,Single,2,106,2024-10-21,confirmed
1276,H013,Hotel M,Suite,5,398,2024-05-26,confirmed
1913,H020,Hotel T,Double,5,489,2024-05-26,confirmed
2386,H024,Hotel X,Suite,4,480,2024-03-28,confirmed
3044,H031,Hotel _,Double,10,210,2024-03-14,canceled
3390,H034,Hotel b,Deluxe,8,124,2024-02-05,confirmed
863,H009,Hotel I,Deluxe,1,490,2024-03-01,canceled
4202,H043,Hotel k,Deluxe,5,419,2024-12-21,canceled
1698,H017,Hotel Q,Deluxe,4,344,2024-10-27,confirmed
723,H008,Hotel H,Suite,7,98,2024-11-13,confirmed
791,H008,Hotel H,Suite,1,295,2024-10-11,confirmed
135,H002,Hotel B,Single,10,101,2024-10-18,canceled
3462,H035,Hotel c,Deluxe,8,367,2024-12-04,canceled
1408,H015,Hotel O,Deluxe,8,103,2024-01-11,confirmed
2180,H022,Hotel V,Deluxe,10,208,2024-03-27,confirmed
2901,H030,Hotel ^,Single,4,108,2024-08-16,confirmed
3874,H039,Hotel g,Deluxe,3,253,2024-02-23,confirmed
4781,H048,Hotel p,Suite,1,249,2024-01-08,confirmed
2764,H028,Hotel \,Deluxe,7,474,2024-03-22,confirmed
41,H001,Hotel A,Single,6,401,2024-08-06,confirmed
4243,H043,Hotel k,Suite,7,485,2024-07-02,confirmed
262,H003,Hotel C,Deluxe,4,124,2024-05-20,canceled
3622,H037,Hotel e,Double,6,319,2024-11-12,confirmed
3804,H039,Hotel g,Single,4,379,2024-11-08,canceled
1163,H012,Hotel L,Suite,6,423,2024-02-27,confirmed
37,H001,Hotel A,Double,7,245,2024-03-24,canceled
4715,H048,Hotel p,Double,8,485,2024-10-05,confirmed
1961,H020,Hotel T,Suite,4,260,2024-02-22,confirmed
4664,H047,Hotel o,Suite,1,240,2024-11-02,confirmed
1241,H013,Hotel M,Single,1,117,2024-06-08,confirmed
3916,H040,Hotel h,Suite,7,205,2024-07-02,confirmed
1431,H015,Hotel O,Double,10,463,2024-10-13,confirmed
1559,H016,Hotel P,Single,5,264,2024-11-26,canceled
3590,H036,Hotel d,Double,9,375,2024-08-14,confirmed
1557,H016,Hotel P,Deluxe,9,448,2024-06-22,confirmed
2027,H021,Hotel U,Double,8,421,2024-03-20,confirmed
4756,H048,Hotel p,Suite,1,392,2024-06-04,confirmed
1144,H012,Hotel L,Suite,5,304,2024-03-19,confirmed
2007,H021,Hotel U,Suite,7,330,2024-03-19,canceled
2905,H030,Hotel ^,Suite,6,54,2024-11-05,canceled
4747,H048,Hotel p,Deluxe,10,268,2024-05-25,canceled
3236,H033,Hotel a,Single,4,462,2024-08-16,canceled
1160,H012,Hotel L,Double,4,52,2024-06-11,confirmed
3152,H032,Hotel `,Deluxe,10,432,2024-02-12,confirmed
1890,H019,Hotel S,Suite,10,427,2024-03-17,canceled
804,H009,Hotel I,Single,1,364,2024-07-03,confirmed
770,H008,Hotel H,Deluxe,1,483,2024-09-10,confirmed
928,H010,Hotel J,Suite,3,403,2024-07-28,canceled
4021,H041,Hotel i,Double,8,372,2024-09-19,confirmed
4213,H043,Hotel k,Double,1,71,2024-01-15,confirmed
254,H003,Hotel C,Double,1,400,2024-06-04,confirmed
2934,H030,Hotel ^,Double,10,336,2024-03-14,confirmed
2523,H026,Hotel Z,Single,4,425,2024-12-09,confirmed
3926,H040,Hotel h,Deluxe,9,79,2024-10-19,confirmed
4813,H049,Hotel q,Suite,8,80,2024-06-13,confirmed
977,H010,Hotel J,Deluxe,8,465,2024-02-18,confirmed
3608,H037,Hotel e,Deluxe,6,231,2024-10-24,confirmed
4165,H042,Hotel j,Single,7,246,2024-03-21,confirmed
917,H010,Hotel J,Double,10,248,2024-08-10,confirmed
345,H004,Hotel D,Suite,9,191,2024-06-11,confirmed
3218,H033,Hotel a,Suite,4,270,2024-05-16,confirmed
75,H001,Hotel A,Double,1,419,2024-03-06,confirmed
2260,H023,Hotel W,Double,2,242,2024-06-11,confirmed
2276,H023,Hotel W,Double,4,386,2024-08-07,canceled
1487,H015,Hotel O,Double,3,185,2024-11-18,confirmed
515,H006,Hotel F,Single,5,180,2024-05-13,confirmed
735,H008,Hotel H,Suite,7,198,2024-09-24,confirmed
2670,H027,Hotel [,Deluxe,3,335,2024-07-22,confirmed
742,H008,Hotel H,Double,10,222,2024-12-22,confirmed
3113,H032,Hotel `,Deluxe,5,437,2024-09-09,confirmed
1738,H018,Hotel R,Double,2,165,2024-09-06,confirmed
2332,H024,Hotel X,Single,1,109,2024-08-08,confirmed
2302,H024,Hotel X,Deluxe,3,237,2024-11-06,confirmed
2903,H030,Hotel ^,Double,9,82,2024-11-19,confirmed
434,H005,Hotel E,Deluxe,10,228,2024-06-16,confirmed
4385,H044,Hotel l,Deluxe,6,183,2024-11-02,confirmed
3421,H035,Hotel c,Deluxe,1,326,2024-07-28,confirmed
4891,H049,Hotel q,Suite,2,268,2024-11-15,confirmed
2752,H028,Hotel \,Single,3,458,2024-02-21,confirmed
1197,H012,Hotel L,Deluxe,10,404,2024-11-01,confirmed
4532,H046,Hotel n,Double,9,463,2024-11-04,confirmed
1822,H019,Hotel S,Single,1,103,2024-09-15,confirmed
3956,H040,Hotel h,Suite,9,246,2024-11-19,confirmed
1604,H017,Hotel Q,Single,6,268,2024-08-21,confirmed
3204,H033,Hotel a,Suite,9,458,2024-10-07,confirmed
3228,H033,Hotel a,Deluxe,1,57,2024-11-15,confirmed
3043,H031,Hotel _,Double,6,395,2024-05-26,confirmed
4726,H048,Hotel p,Double,1,169,2024-08-16,canceled
501,H006,Hotel F,Suite,5,292,2024-06-28,confirmed
1098,H011,Hotel K,Suite,5,163,2024-03-21,confirmed
2353,H024,Hotel X,Deluxe,2,228,2024-09-02,canceled
3919,H040,Hotel h,Deluxe,3,447,2024-07-17,canceled
2739,H028,Hotel \,Single,8,148,2024-06-04,confirmed
1712,H018,Hotel R,Single,4,99,2024-11-28,confirmed
2859,H029,Hotel ],Deluxe,7,417,2024-01-18,confirmed
142,H002,Hotel B,Double,4,89,2024-09-16,confirmed
3947,H040,Hotel h,Single,6,140,2024-02-07,canceled
289,H003,Hotel C,Single,6,353,2024-01-02,confirmed
3013,H031,Hotel _,Deluxe,9,152,2024-07-19,confirmed
4852,H049,Hotel q,Suite,7,196,2024-12-23,confirmed
4044,H041,Hotel i,Deluxe,1,401,2024-10-27,confirmed
1737,H018,Hotel R,Deluxe,5,95,2024-12-26,confirmed
4488,H045,Hotel m,Deluxe,4,198,2024-09-17,confirmed
2835,H029,Hotel ],Double,5,300,2024-07-05,canceled
477,H005,Hotel E,Single,5,353,2024-09-01,confirmed
311,H004,Hotel D,Double,1,420,2024-02-11,confirmed
384,H004,Hotel D,Deluxe,3,221,2024-04-01,canceled
636,H007,Hotel G,Single,9,461,2024-11-07,confirmed
4653,H047,Hotel o,Deluxe,8,136,2024-09-26,confirmed
2865,H029,Hotel ],Deluxe,5,414,2024-09-01,confirmed
2681,H027,Hotel [,Double,1,399,2024-08-21,confirmed
173,H002,Hotel B,Double,4,343,2024-06-20,confirmed
4218,H043,Hotel k,Suite,1,362,2024-11-06,confirmed
708,H008,Hotel H,Suite,3,408,2024-01-25,confirmed
1360,H014,Hotel N,Single,10,71,2024-06-14,confirmed
2641,H027,Hotel [,Double,1,460,2024-10-26,confirmed
445,H005,Hotel E,Suite,3,144,2024-04-01,confirmed
4554,H046,Hotel n,Suite,6,263,2024-06-16,confirmed
832,H009,Hotel I,Double,8,392,2024-04-08,confirmed
1893,H019,Hotel S,Suite,4,427,2024-11-24,confirmed
2082,H021,Hotel U,Single,1,404,2024-06-02,confirmed
1348,H014,Hotel N,Single,7,296,2024-04-06,confirmed
4447,H045,Hotel m,Single,4,398,2024-09-12,confirmed
654,H007,Hotel G,Deluxe,7,346,2024-02-20,confirmed
1583,H016,Hotel P,Suite,5,373,2024-03-27,canceled
3832,H039,Hotel g,Deluxe,3,360,2024-10-11,confirmed
1300,H013,Hotel M,Single,6,80,2024-10-13,canceled
452,H005,Hotel E,Single,3,402,2024-01-08,confirmed
143,H002,Hotel B,Single,7,353,2024-01-06,confirmed
2642,H027,Hotel [,Deluxe,8,391,2024-04-18,confirmed
215,H003,Hotel C,Double,9,152,2024-09-10,confirmed
3662,H037,Hotel e,Suite,1,213,2024-12-21,canceled
4111,H042,Hotel j,Suite,8,155,2024-02-15,canceled
54,H001,Hotel A,Double,1,405,2024-12-10,canceled
240,H003,Hotel C,Deluxe,4,458,2024-05-18,confirmed
2411,H025,Hotel Y,Single,8,327,2024-11-27,confirmed
464,H005,Hotel E,Double,1,293,2024-05-01,confirmed
1263,H013,Hotel M,Suite,3,429,2024-05-05,canceled
163,H002,Hotel B,Single,2,442,2024-08-11,confirmed
4500,H045,Hotel m,Double,2,406,2024-10-15,confirmed
940,H010,Hotel J,Suite,2,409,2024-05-27,confirmed
3736,H038,Hotel f,Suite,2,326,2024-07-11,canceled
3427,H035,Hotel c,Double,7,318,2024-05-01,confirmed
2249,H023,Hotel W,Deluxe,3,234,2024-03-05,canceled
4438,H045,Hotel m,Single,7,328,2024-11-01,confirmed
4926,H050,Hotel r,Deluxe,5,204,2024-12-20,confirmed
1576,H016,Hotel P,Double,7,301,2024-07-20,confirmed
4414,H045,Hotel m,Single,4,159,2024-04-27,canceled
1471,H015,Hotel O,Single,5,331,2024-12-14,confirmed
2881,H029,Hotel ],Single,1,446,2024-07-25,confirmed
2879,H029,Hotel ],Single,8,59,2024-08-05,confirmed
2518,H026,Hotel Z,Single,6,180,2024-12-19,confirmed
1041,H011,Hotel K,Deluxe,5,486,2024-02-01,canceled
763,H008,Hotel H,Single,3,162,2024-06-09,confirmed
2784,H028,Hotel \,Single,10,98,2024-01-10,confirmed
3812,H039,Hotel g,Deluxe,4,133,2024-12-06,confirmed
2431,H025,Hotel Y,Single,10,78,2024-07-22,confirmed
4604,H047,Hotel o,Deluxe,3,148,2024-03-22,confirmed
3748,H038,Hotel f,Suite,1,476,2024-07-25,confirmed
2226,H023,Hotel W,Double,7,427,2024-04-06,confirmed
860,H009,Hotel I,Suite,8,288,2024-02-16,canceled
2505,H026,Hotel Z,Deluxe,1,67,2024-12-11,confirmed
3945,H040,Hotel h,Deluxe,4,215,2024-09-05,confirmed
1171,H012,Hotel L,Single,1,257,2024-01-04,confirmed
3900,H039,Hotel g,Single,10,454,2024-11-09,canceled
4442,H045,Hotel m,Suite,9,347,2024-10-28,canceled
2562,H026,Hotel Z,Single,3,124,2024-07-27,confirmed
3225,H033,Hotel a,Double,9,440,2024-01-16,confirmed
53,H001,Hotel A,Double,8,177,2024-11-04,confirmed
2486,H025,Hotel Y,Deluxe,7,238,2024-12-16,confirmed
732,H008,Hotel H,Single,6,209,2024-11-08,canceled
2741,H028,Hotel \,Suite,10,410,2024-10-11,canceled
3679,H037,Hotel e,Deluxe,3,190,2024-02-11,canceled
3073,H031,Hotel _,Single,9,489,2024-05-27,confirmed
661,H007,Hotel G,Double,1,233,2024-12-09,canceled
4507,H046,Hotel n,Deluxe,6,376,2024-06-21,confirmed
1315,H014,Hotel N,Deluxe,6,286,2024-09-19,canceled
3187,H032,Hotel `,Suite,4,337,2024-04-07,canceled
4564,H046,Hotel n,Single,4,128,2024-11-02,confirmed
1726,H018,Hotel R,Deluxe,6,115,2024-06-23,confirmed
1620,H017,Hotel Q,Deluxe,2,286,2024-05-05,confirmed
1853,H019,Hotel S,Double,7,346,2024-03-22,confirmed
52,H001,Hotel A,Single,10,488,2024-07-03,confirmed
533,H006,Hotel F,Deluxe,8,75,2024-04-17,confirmed
3964,H040,Hotel h,Single,10,330,2024-05-02,confirmed
2719,H028,Hotel \,Single,8,160,2024-06-17,confirmed
4796,H048,Hotel p,Single,8,374,2024-11-10,confirmed
3781,H038,Hotel f,Double,4,52,2024-05-15,confirmed
2981,H030,Hotel ^,Suite,10,118,2024-11-13,canceled
2524,H026,Hotel Z,Suite,5,372,2024-02-09,confirmed
994,H010,Hotel J,Single,10,464,2024-07-06,confirmed
3725,H038,Hotel f,Deluxe,9,151,2024-03-24,confirmed
3625,H037,Hotel e,Suite,9,343,2024-12-18,confirmed
2391,H024,Hotel X,Double,1,129,2024-05-19,confirmed
156,H002,Hotel B,Suite,8,261,2024-06-17,confirmed
4038,H041,Hotel i,Deluxe,10,130,2024-07-22,confirmed
1307,H014,Hotel N,Single,5,167,2024-01-22,confirmed
4551,H046,Hotel n,Deluxe,7,104,2024-03-09,confirmed
102,H002,Hotel B,Single,2,175,2024-03-02,confirmed
1044,H011,Hotel K,Double,5,63,2024-02-13,canceled
3119,H032,Hotel `,Single,5,243,2024-10-01,confirmed
1884,H019,Hotel S,Deluxe,9,381,2024-12-03,confirmed
1974,H020,Hotel T,Single,5,271,2024-08-13,confirmed
3070,H031,Hotel _,Double,7,340,2024-10-07,confirmed
1664,H017,Hotel Q,Single,10,445,2024-02-07,confirmed
4152,H042,Hotel j,Double,6,203,2024-12-17,confirmed
3753,H038,Hotel f,Suite,8,117,2024-12-22,canceled
1846,H019,Hotel S,Double,2,460,2024-01-09,canceled
2402,H025,Hotel Y,Deluxe,3,296,2024-10-28,confirmed
2985,H030,Hotel ^,Single,1,84,2024-03-16,confirmed
161,H002,Hotel B,Deluxe,6,473,2024-06-10,canceled
2235,H023,Hotel W,Single,4,164,2024-10-17,confirmed
811,H009,Hotel I,Suite,4,483,2024-06-11,confirmed
2199,H022,Hotel V,Single,6,121,2024-03-11,canceled
844,H009,Hotel I,Single,2,132,2024-04-27,confirmed
2937,H030,Hotel ^,Suite,8,147,2024-08-01,confirmed
766,H008,Hotel H,Suite,7,478,2024-11-12,confirmed
1316,H014,Hotel N,Suite,2,220,2024-09-22,confirmed
4330,H044,Hotel l,Suite,3,388,2024-10-17,confirmed
50,H001,Hotel A,Single,7,114,2024-12-02,confirmed
2659,H027,Hotel [,Suite,3,216,2024-07-21,confirmed
3378,H034,Hotel b,Deluxe,8,371,2024-01-11,confirmed
4402,H045,Hotel m,Double,3,367,2024-01-14,confirmed
3108,H032,Hotel `,Deluxe,10,313,2024-09-02,confirmed
4575,H046,Hotel n,Suite,3,236,2024-01-19,confirmed
3042,H031,Hotel _,Deluxe,10,61,2024-01-17,confirmed
3649,H037,Hotel e,Deluxe,3,487,2024-09-16,canceled
2965,H030,Hotel ^,Suite,3,122,2024-09-10,confirmed
451,H005,Hotel E,Suite,5,404,2024-01-18,confirmed
1569,H016,Hotel P,Deluxe,5,336,2024-10-27,confirmed
1128,H012,Hotel L,Double,10,486,2024-02-18,confirmed
1135,H012,Hotel L,Deluxe,8,478,2024-05-26,confirmed
2815,H029,Hotel ],Deluxe,4,209,2024-01-05,canceled
4984,H050,Hotel r,Single,10,281,2024-01-22,canceled
798,H008,Hotel H,Double,8,343,2024-06-19,confirmed
1748,H018,Hotel R,Single,9,344,2024-11-09,confirmed
239,H003,Hotel C,Suite,8,97,2024-09-21,confirmed
4879,H049,Hotel q,Suite,4,334,2024-03-17,canceled
4591,H046,Hotel n,Suite,2,391,2024-05-02,confirmed
4047,H041,Hotel i,Deluxe,7,416,2024-07-07,confirmed
3571,H036,Hotel d,Double,9,461,2024-12-06,confirmed
679,H007,Hotel G,Deluxe,7,57,2024-04-25,canceled
2103,H022,Hotel V,Deluxe,5,322,2024-05-18,confirmed
3787,H038,Hotel f,Deluxe,10,486,2024-10-09,confirmed
39,H001,Hotel A,Single,3,364,2024-10-03,confirmed
2870,H029,Hotel ],Deluxe,10,185,2024-11-02,confirmed
4393,H044,Hotel l,Double,6,75,2024-05-17,confirmed
4841,H049,Hotel q,Deluxe,8,464,2024-07-03,confirmed
2218,H023,Hotel W,Suite,2,53,2024-03-24,confirmed
2191,H022,Hotel V,Double,8,263,2024-11-21,confirmed
741,H008,Hotel H,Single,1,444,2024-09-28,confirmed
4449,H045,Hotel m,Single,1,498,2024-01-09,confirmed
3376,H034,Hotel b,Deluxe,10,60,2024-01-26,confirmed
2781,H028,Hotel \,Deluxe,8,308,2024-02-09,confirmed
4091,H041,Hotel i,Suite,4,438,2024-05-09,canceled
2087,H021,Hotel U,Suite,10,299,2024-03-01,confirmed
4145,H042,Hotel j,Double,5,73,2024-09-20,canceled
2550,H026,Hotel Z,Suite,2,364,2024-05-28,canceled
4115,H042,Hotel j,Deluxe,4,311,2024-06-21,confirmed
175,H002,Hotel B,Deluxe,6,197,2024-05-24,confirmed
3844,H039,Hotel g,Single,10,393,2024-10-08,confirmed
2481,H025,Hotel Y,Single,6,261,2024-12-21,confirmed
1993,H020,Hotel T,Double,1,254,2024-10-24,canceled
1186,H012,Hotel L,Double,7,448,2024-04-10,canceled
2630,H027,Hotel [,Double,3,134,2024-05-15,confirmed
2923,H030,Hotel ^,Deluxe,10,476,2024-08-06,confirmed
754,H008,Hotel H,Deluxe,10,402,2024-02-01,confirmed
4283,H043,Hotel k,Deluxe,6,412,2024-03-13,confirmed
2322,H024,Hotel X,Single,3,237,2024-12-24,confirmed
4020,H041,Hotel i,Double,7,198,2024-12-23,confirmed
2676,H027,Hotel [,Deluxe,5,347,2024-04-04,confirmed
871,H009,Hotel I,Double,8,135,2024-12-01,confirmed
2860,H029,Hotel ],Single,7,225,2024-05-02,confirmed
1327,H014,Hotel N,Single,8,106,2024-12-27,confirmed
1492,H015,Hotel O,Deluxe,4,106,2024-03-13,confirmed
1154,H012,Hotel L,Deluxe,9,169,2024-11-19,confirmed
4492,H045,Hotel m,Deluxe,2,482,2024-08-21,confirmed
3389,H034,Hotel b,Single,5,250,2024-03-22,confirmed
3616,H037,Hotel e,Double,4,272,2024-01-20,confirmed
2661,H027,Hotel [,Double,7,301,2024-08-26,confirmed
888,H009,Hotel I,Double,9,198,2024-08-12,confirmed
2593,H026,Hotel Z,Suite,5,119,2024-01-14,confirmed
1228,H013,Hotel M,Suite,6,416,2024-07-13,canceled
4319,H044,Hotel l,Single,2,482,2024-06-11,confirmed
946,H010,Hotel J,Deluxe,9,141,2024-11-25,confirmed
1574,H016,Hotel P,Double,7,258,2024-05-11,confirmed
4773,H048,Hotel p,Suite,10,71,2024-10-16,confirmed
1514,H016,Hotel P,Suite,9,130,2024-11-12,confirmed
4695,H047,Hotel o,Suite,3,224,2024-12-05,confirmed
4327,H044,Hotel l,Single,8,409,2024-06-19,confirmed
4101,H042,Hotel j,Deluxe,7,429,2024-10-03,confirmed
3081,H031,Hotel _,Suite,3,120,2024-02-09,confirmed
3171,H032,Hotel `,Deluxe,6,413,2024-06-28,confirmed
361,H004,Hotel D,Deluxe,4,470,2024-07-28,confirmed
587,H006,Hotel F,Single,7,166,2024-05-22,confirmed
3955,H040,Hotel h,Single,6,60,2024-05-21,confirmed
3769,H038,Hotel f,Deluxe,4,189,2024-03-22,confirmed
3834,H039,Hotel g,Suite,10,493,2024-08-21,confirmed
4720,H048,Hotel p,Single,4,479,2024-12-10,confirmed
1934,H020,Hotel T,Suite,10,379,2024-05-18,confirmed
4686,H047,Hotel o,Single,4,205,2024-04-09,confirmed
469,H005,Hotel E,Deluxe,10,171,2024-03-09,confirmed
3095,H031,Hotel _,Suite,10,174,2024-10-23,canceled
1831,H019,Hotel S,Single,6,153,2024-12-10,canceled
3690,H037,Hotel e,Suite,3,73,2024-03-26,confirmed
194,H002,Hotel B,Double,10,169,2024-04-14,confirmed
880,H009,Hotel I,Double,9,350,2024-04-24,confirmed
4913,H050,Hotel r,Single,9,201,2024-02-26,confirmed
3831,H039,Hotel g,Double,6,203,2024-09-12,confirmed
4119,H042,Hotel j,Double,2,333,2024-05-09,confirmed
3918,H040,Hotel h,Double,2,288,2024-06-26,confirmed
2850,H029,Hotel ],Double,9,424,2024-06-22,confirmed
3633,H037,Hotel e,Deluxe,3,252,2024-09-26,confirmed
3817,H039,Hotel g,Single,8,238,2024-06-27,confirmed
12,H001,Hotel A,Suite,1,140,2024-08-01,confirmed
2300,H023,Hotel W,Suite,6,60,2024-08-04,confirmed
74,H001,Hotel A,Double,3,489,2024-06-14,confirmed
4635,H047,Hotel o,Suite,1,337,2024-12-16,confirmed
487,H005,Hotel E,Suite,8,404,2024-06-11,confirmed
2552,H026,Hotel Z,Suite,2,432,2024-09-21,confirmed
4403,H045,Hotel m,Single,2,109,2024-06-23,confirmed
598,H006,Hotel F,Deluxe,10,496,2024-07-22,confirmed
700,H007,Hotel G,Double,7,80,2024-03-28,confirmed
2660,H027,Hotel [,Double,3,477,2024-05-22,canceled
4420,H045,Hotel m,Deluxe,7,322,2024-02-19,canceled
2338,H024,Hotel X,Suite,10,469,2024-12-24,confirmed
2372,H024,Hotel X,Suite,1,270,2024-09-15,canceled
2790,H028,Hotel \,Suite,5,279,2024-05-24,confirmed
4977,H050,Hotel r,Single,4,373,2024-09-13,confirmed
987,H010,Hotel J,Suite,5,116,2024-01-22,confirmed
2099,H021,Hotel U,Single,5,114,2024-02-19,canceled
4610,H047,Hotel o,Double,9,198,2024-08-06,confirmed
24,H001,Hotel A,Suite,7,193,2024-12-04,confirmed
875,H009,Hotel I,Single,1,460,2024-07-15,canceled
1063,H011,Hotel K,Single,5,477,2024-12-25,canceled
5,H001,Hotel A,Single,4,422,2024-09-03,confirmed
4221,H043,Hotel k,Double,8,256,2024-03-02,canceled
2123,H022,Hotel V,Double,4,120,2024-12-23,canceled
2477,H025,Hotel Y,Deluxe,4,306,2024-05-09,confirmed
2819,H029,Hotel ],Double,1,147,2024-01-08,confirmed
2250,H023,Hotel W,Double,3,499,2024-07-24,canceled
2844,H029,Hotel ],Double,1,214,2024-09-08,confirmed
2704,H028,Hotel \,Double,9,77,2024-01-14,confirmed
606,H007,Hotel G,Double,3,314,2024-01-27,confirmed
1484,H015,Hotel O,Suite,3,90,2024-03-19,confirmed
1766,H018,Hotel R,Double,5,448,2024-05-05,confirmed
3240,H033,Hotel a,Double,5,405,2024-01-01,confirmed
147,H002,Hotel B,Single,6,234,2024-11-19,confirmed
4460,H045,Hotel m,Suite,7,351,2024-11-06,confirmed
664,H007,Hotel G,Single,3,131,2024-12-17,confirmed
2174,H022,Hotel V,Suite,8,130,2024-03-25,confirmed
3923,H040,Hotel h,Single,5,231,2024-08-26,confirmed
915,H010,Hotel J,Double,7,237,2024-02-02,canceled
3624,H037,Hotel e,Double,7,499,2024-09-05,confirmed
250,H003,Hotel C,Suite,4,484,2024-03-01,confirmed
2030,H021,Hotel U,Deluxe,10,310,2024-09-12,confirmed
2051,H021,Hotel U,Single,5,371,2024-11-05,confirmed
2697,H027,Hotel [,Single,3,460,2024-04-24,confirmed
1407,H015,Hotel O,Double,5,482,2024-11-01,canceled
2179,H022,Hotel V,Suite,9,479,2024-03-13,canceled
4994,H050,Hotel r,Deluxe,1,438,2024-12-09,canceled
1166,H012,Hotel L,Deluxe,1,317,2024-11-14,canceled
3184,H032,Hotel `,Suite,8,93,2024-12-07,canceled
2122,H022,Hotel V,Double,8,449,2024-03-12,canceled
1289,H013,Hotel M,Suite,8,376,2024-11-18,confirmed
622,H007,Hotel G,Deluxe,6,152,2024-02-25,confirmed
3132,H032,Hotel `,Single,9,451,2024-09-10,confirmed
2198,H022,Hotel V,Suite,9,60,2024-04-11,confirmed
817,H009,Hotel I,Double,6,351,2024-06-15,confirmed
3696,H037,Hotel e,Deluxe,5,177,2024-01-18,canceled
2914,H030,Hotel ^,Double,3,234,2024-09-27,confirmed
1842,H019,Hotel S,Single,1,487,2024-09-11,confirmed
2734,H028,Hotel \,Double,9,250,2024-08-19,confirmed
504,H006,Hotel F,Single,7,310,2024-03-26,confirmed
1271,H013,Hotel M,Double,1,389,2024-08-24,confirmed
633,H007,Hotel G,Single,8,395,2024-11-16,canceled
1565,H016,Hotel P,Single,4,488,2024-03-14,canceled
3756,H038,Hotel f,Single,1,419,2024-05-18,confirmed
